"Timestamp","Género","Edad","Altura en metros","Hornalla favorita","¿Cómo caracterizarías la intensidad de tus hornallas? [Atrás izquierda]","¿Cómo caracterizarías la intensidad de tus hornallas? [Adelante izquierda]","¿Cómo caracterizarías la intensidad de tus hornallas? [Adelante derecha]","¿Cómo caracterizarías la intensidad de tus hornallas? [Atrás derecha]","La cocina es","¿Con qué encendés las hornallas?","¿Con qué frecuencia usás una hornalla?","¿Cuál es tu mano más hábil?","¿Tenés niñes menores en tu casa?","¿Tenés mascotas en tu casa?","¿Hacia qué lado del anafe tenés mesada?"
"2020/08/11 4:46:27 PM GMT-3","Hombre","29","1.81","Atrás izquierda","Alta","Baja","Funciona mal","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:46:38 PM GMT-3","Hombre","28","1.76","Adelante derecha","Media","Baja","Media","Alta","A gas","Botón de la cocina","Una vez por semana o menos","Derecha","No","No","Derecha"
"2020/08/11 4:46:58 PM GMT-3","Mujer","23","1.65","Adelante derecha","Funciona mal","Media","Media","Baja","A gas","Encendedor","Todos los días","Izquierda","No","No","Derecha"
"2020/08/11 4:47:06 PM GMT-3","Mujer","48","1.60","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Encendedor sin gas (magiclick que nunca se acaba)","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:47:07 PM GMT-3","Mujer","23","1.68","Adelante derecha","Baja","Baja","Alta","Media","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 4:47:19 PM GMT-3","Mujer","52","1.70","Adelante derecha","Alta","Baja","Alta","Alta","A gas","Es automático","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:47:30 PM GMT-3","Mujer","23","1.56","Atrás izquierda","Alta","Baja","Media","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:47:43 PM GMT-3","Hombre","20","1.75","Atrás izquierda","Media","Media","Alta","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:47:50 PM GMT-3","Mujer","40","1.64","Adelante derecha","Baja","Media","Alta","Funciona mal","A gas","Encendedor","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 4:47:52 PM GMT-3","Mujer","28","1.58","Adelante izquierda","Baja","Baja","Media","Baja","A gas","Magiclik","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:48:05 PM GMT-3","Mujer","49","165","Atrás derecha","Alta","Media","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:48:08 PM GMT-3","Mujer","26","1.65","Adelante derecha","Baja","No tengo","Media","Media","A gas","Encendedor","Todos los días","Izquierda;Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:48:24 PM GMT-3","Hombre","32","1.8","Adelante izquierda","Media","Media","Baja","Baja","Eléctrica","Es automático","Todos los días","Izquierda","No","No","Izquierda"
"2020/08/11 4:48:25 PM GMT-3","Mujer","21","1.57","Adelante derecha","Media","Baja","Media","Alta","A gas","Fósforos;Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:48:28 PM GMT-3","Hombre","20","1.76","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:48:31 PM GMT-3","Mujer","33","1.60","Adelante derecha","Media","No tengo","Alta","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Al frente"
"2020/08/11 4:48:35 PM GMT-3","Hombre","26","1.80","Atrás derecha","Funciona mal","Funciona mal","Media","Alta","A gas","Fósforos;Botón de la cocina","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:48:54 PM GMT-3","Mujer","26","1.67","Adelante izquierda","Media","Alta","Alta","Media","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:49:06 PM GMT-3","Mujer","52","1.68","Atrás izquierda","Alta","Baja","Media","Alta","A gas","Magiclik","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:49:10 PM GMT-3","Hombre","30","1.80","Adelante izquierda","Alta","Alta","Alta","Alta","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 4:49:13 PM GMT-3","Hombre","28","1.67","Adelante izquierda","Alta","Media","Funciona mal","No tengo","A gas","Fósforos","Dos o tres veces por semana","Derecha","No","No","Izquierda"
"2020/08/11 4:49:13 PM GMT-3","Mujer","21","1.67","Adelante derecha","Alta","Funciona mal","Alta","Alta","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:49:40 PM GMT-3","Mujer","24","1.67","Adelante derecha","Alta","Media","Media","Alta","Eléctrica","Es automático","Día por medio","Izquierda;Derecha","No","No","Derecha"
"2020/08/11 4:49:47 PM GMT-3","Hombre","32","1.87","Adelante izquierda","Alta","Media","Baja","Funciona mal","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:50:16 PM GMT-3","Mujer","33","1.63","Adelante derecha","Alta","Media","Alta","Media","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:50:26 PM GMT-3","Mujer","21","1.65","Adelante izquierda","Funciona mal","Media","Alta","Funciona mal","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:50:42 PM GMT-3","Mujer","34","156","Atrás derecha","Media","Alta","Baja","Media","A gas","Botón de la cocina","Día por medio","Derecha","Sí","No","Derecha"
"2020/08/11 4:50:59 PM GMT-3","Mujer","29","1.69","Adelante derecha","Baja","Media","Alta","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Derecha"
"2020/08/11 4:51:18 PM GMT-3","Mujer","36","1.67","Atrás derecha","Alta","Funciona mal","Funciona mal","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:51:18 PM GMT-3","Hombre","25","1.69","Adelante izquierda","Media","Alta","Media","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:51:25 PM GMT-3","Mujer","34","1.61","Atrás derecha","Media","Funciona mal","Funciona mal","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:51:29 PM GMT-3","Hombre","23","1.72","Adelante izquierda","Media","Baja","Alta","Media","A gas","Es automático","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 4:51:30 PM GMT-3","Mujer","38","1.74","Adelante derecha","Funciona mal","Alta","Alta","Baja","A gas","Encendedor;Fósforos","Todos los días","Derecha","Sí","Sí, y creo que tocarían el fuego","Izquierda"
"2020/08/11 4:51:46 PM GMT-3","Mujer","29","1.52","Adelante derecha","Alta","Baja","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 4:51:52 PM GMT-3","Mujer","43","1.65","Adelante derecha","Media","Media","Alta","Alta","A gas","Botón de la cocina","Una vez por semana o menos","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:51:59 PM GMT-3","Hombre","34","1.80","Atrás derecha","Media","Funciona mal","Media","Alta","A gas","Botón de la cocina","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:52:00 PM GMT-3","Mujer","25","1.50","Adelante izquierda","Funciona mal","Alta","Media","Media","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:52:09 PM GMT-3","Hombre","24","1.74","Atrás derecha","Baja","Media","Media","Alta","A gas","Magiclik","Una vez por semana o menos","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:52:11 PM GMT-3","Mujer","19","1.72","Atrás derecha","Alta","Baja","Funciona mal","Alta","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:52:18 PM GMT-3","Hombre","43","1.77","Adelante izquierda","Media","Alta","Funciona mal","Baja","A gas","Botón de la cocina","Todos los días","Derecha","Sí","No","Izquierda"
"2020/08/11 4:52:31 PM GMT-3","Hombre","25","1.68","Adelante derecha","Baja","Baja","Alta","Alta","A gas","Fósforos","Dos o tres veces por semana","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:53:02 PM GMT-3","Mujer","37","1.63","Adelante derecha","Alta","Alta","Alta","Media","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:53:18 PM GMT-3","Hombre","54","1.72","Adelante derecha","Media","Media","Media","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:53:29 PM GMT-3","Mujer","27","1.65","Atrás derecha","Media","Alta","Baja","Media","A gas","Es automático","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:54:11 PM GMT-3","Mujer","27","1.58","Atrás izquierda","Media","Baja","Baja","Media","A gas","Es automático","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:54:40 PM GMT-3","Hombre","40","1.70","Adelante derecha","Alta","Funciona mal","Alta","Alta","A gas","Magiclik","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 4:54:48 PM GMT-3","Mujer","28","1.60","Adelante derecha","Media","Baja","Alta","Alta","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 4:54:53 PM GMT-3","Mujer","23","1.60","Adelante derecha","Media","Media","Alta","Baja","A gas","Magiclik;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:54:58 PM GMT-3","Hombre","25","1.61","Adelante izquierda","Media","Alta","Funciona mal","Baja","A gas","Fósforos","Día por medio","Izquierda","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:55:05 PM GMT-3","Hombre","33","1.78","Adelante izquierda","Funciona mal","Alta","Baja","Alta","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:55:08 PM GMT-3","Hombre","56","1.83","Atrás derecha","Media","Media","Media","Alta","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:55:12 PM GMT-3","Mujer","22","1.60","Adelante derecha","Media","Baja","Alta","Alta","A gas","Magiclik;Botón de la cocina","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:55:15 PM GMT-3","Hombre","29","1.84","Atrás derecha","Media","Funciona mal","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 4:55:15 PM GMT-3","Hombre","37","1.70","Adelante izquierda","Baja","Media","Alta","Baja","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:55:23 PM GMT-3","Mujer","34","1.72","Adelante derecha","Baja","Alta","Baja","Media","A gas","Fósforos;Botón de la cocina","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 4:55:28 PM GMT-3","Hombre","29","1.74","Adelante derecha","Baja","Funciona mal","Alta","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:55:45 PM GMT-3","Mujer","32","1.55","Atrás izquierda","Alta","Baja","Media","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:55:56 PM GMT-3","Hombre","40","1.86","Adelante derecha","Media","Media","Alta","Alta","A gas","Encendedor;Magiclik","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Al frente"
"2020/08/11 4:56:02 PM GMT-3","Mujer","43","1.72","Atrás izquierda","Alta","Funciona mal","Funciona mal","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:56:38 PM GMT-3","Mujer","43","1.50","Atrás izquierda","Alta","Media","Baja","Alta","A gas","Fósforos;Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:56:48 PM GMT-3","Mujer","58","1.60","Adelante derecha","Media","Baja","Media","Alta","tengo 5 hornallas, una central que también uso bastante","Es automático","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 4:56:52 PM GMT-3","Mujer","23","1.64","Adelante derecha","Media","Baja","Alta","Media","Eléctrica","Botón de la cocina","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:57:09 PM GMT-3","Mujer","40","1.62","Adelante izquierda","Media","Media","Alta","Alta","A gas","Encendedor","Todos los días","Izquierda","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:57:11 PM GMT-3","Mujer","20","1.62","Adelante derecha","Media","Alta","Media","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:57:18 PM GMT-3","Hombre","25","1.80","Atrás derecha","Alta","Alta","Baja","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:57:23 PM GMT-3","Hombre","35","1.80","Adelante izquierda","Funciona mal","Alta","Baja","Alta","A gas","Encendedor;Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:57:37 PM GMT-3","Mujer","21","1.57","Atrás izquierda","Alta","Alta","Funciona mal","Alta","A gas","Botón de la cocina","Todos los días","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/11 4:57:43 PM GMT-3","Mujer","19","1.53","Adelante derecha","Baja","Media","Alta","Media","A gas","Encendedor","Dos o tres veces por semana","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:58:09 PM GMT-3","Hombre","27","1.7","Adelante derecha","Media","Media","Media","Media","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 4:58:14 PM GMT-3","Hombre","42","1.70","Atrás izquierda","Media","Baja","Media","Alta","A gas","Botón de la cocina","Todos los días","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/11 4:58:17 PM GMT-3","Mujer","28","1.58","Adelante izquierda","Baja","Media","Alta","Baja","A gas","Encendedor;Fósforos","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:58:27 PM GMT-3","Mujer","35","1.65","Atrás derecha","Media","Media","Alta","Media","A gas","Fósforos","Todos los días","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/11 4:58:30 PM GMT-3","Hombre","30","1.74","Adelante izquierda","Alta","Alta","Baja","Media","A gas","Encendedor;Magiclik","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:59:10 PM GMT-3","Mujer","22","1.64","Adelante izquierda","Alta","Media","Funciona mal","Alta","A gas","Magiclik;Fósforos","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:59:17 PM GMT-3","Mujer","19","1.72","Adelante derecha","Alta","Baja","Alta","Baja","A gas","Encendedor","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:59:17 PM GMT-3","Mujer","37","1.65","Adelante derecha","Media","Alta","Media","Funciona mal","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Al frente"
"2020/08/11 4:59:31 PM GMT-3","Mujer","48","1.5","Atrás izquierda","Alta","Media","No tengo","Media","A gas","Encendedor","Todos los días","Izquierda","No","No","Izquierda"
"2020/08/11 4:59:42 PM GMT-3","Mujer","25","1.68","Adelante derecha","Media","Funciona mal","Alta","Media","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:59:51 PM GMT-3","Mujer","78","1.90","Adelante izquierda","Alta","Alta","Alta","Alta","A gas","Botón de la cocina","Todos los días","Izquierda","No","No","Izquierda"
"2020/08/11 4:59:53 PM GMT-3","Mujer","26","1.59","Adelante izquierda","Funciona mal","Media","Baja","No tengo","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:59:54 PM GMT-3","Hombre","30","1.90","Atrás derecha","Media","Media","Media","Media","A gas","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:59:59 PM GMT-3","Mujer","31","1.60","Atrás derecha","Alta","Media","Media","Alta","Híbrida, a gas y eléctrica.","Es automático","Todos los días","Izquierda","No","No","Izquierda"
"2020/08/11 5:00:04 PM GMT-3","Hombre","30","1.65","Adelante izquierda","Media","Media","Baja","Alta","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 5:00:15 PM GMT-3","Mujer","42","1.54","Adelante izquierda","Alta","Media","Media","Baja","A gas","Encendedor","Una vez por semana o menos","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 5:00:17 PM GMT-3","Mujer","23","1.65","Adelante derecha","Baja","Media","Alta","Media","A gas","Magiclik;Fósforos","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 5:00:20 PM GMT-3","Mujer","27","1.75","Adelante derecha","Alta","Media","Baja","Media","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 5:00:41 PM GMT-3","Mujer","32","1.75","Adelante izquierda","Alta","Alta","Alta","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 5:00:47 PM GMT-3","Mujer","26","1.65","Adelante derecha","Media","Baja","Alta","Baja","A gas","Encendedor","Todos los días","Derecha","No","No","Al frente"
"2020/08/11 5:00:49 PM GMT-3","Hombre","35","173","Atrás izquierda","Media","Baja","Baja","No tengo","A gas","Magiclik","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
